label_col,bucket_method,feat_encoding,cls,nr_events,predicted,actual,case_id
remtime,zero,agg,xgb,2,14.084868,4.696111111111111,1226041324_2
remtime,zero,agg,xgb,2,21.610575,15.832731481481481,1248765312_2
remtime,zero,agg,xgb,2,14.786379,6.7173495370370375,125718857_2
remtime,zero,agg,xgb,2,15.871819,7.899293981481482,1266010499_2
remtime,zero,agg,xgb,2,15.939055,20.096099537037038,1270175388_2
remtime,zero,agg,xgb,2,16.466965,8.253530092592593,12716824_2
remtime,zero,agg,xgb,2,15.974634,6.990752314814816,1278282603_2
remtime,zero,agg,xgb,2,17.037405,12.345358796296294,1292203372_2
remtime,zero,agg,xgb,2,14.3818655,18.93070601851852,1344840884_2
remtime,zero,agg,xgb,2,20.951437,9.965266203703703,1347888391_2
remtime,zero,agg,xgb,2,14.622895,2.159710648148148,1357696952_2
remtime,zero,agg,xgb,2,15.1815,11.970914351851851,1359639481_2
remtime,zero,agg,xgb,2,12.200042,1.0845601851851852,1359982228_2
remtime,zero,agg,xgb,2,16.445595,9.767465277777776,1361510669_2
remtime,zero,agg,xgb,2,15.659742,4.849328703703704,1395028182_2
remtime,zero,agg,xgb,2,16.210869,2.356493055555556,1403714641_2
remtime,zero,agg,xgb,2,12.515372,19.872997685185187,1429834706_2
remtime,zero,agg,xgb,2,19.452301,6.644375,1439034221_2
remtime,zero,agg,xgb,2,15.286838,13.353483796296294,1445301194_2
remtime,zero,agg,xgb,2,16.990028,7.563668981481483,1452593339_2
remtime,zero,agg,xgb,2,19.429514,8.165891203703703,1459684566_2
remtime,zero,agg,xgb,2,16.256115,16.759733796296295,1470819740_2
remtime,zero,agg,xgb,2,15.767217,13.069224537037034,1495187612_2
remtime,zero,agg,xgb,2,15.992094,6.957951388888889,1506673860_2
remtime,zero,agg,xgb,2,20.16881,7.1393402777777775,1509724255_2
remtime,zero,agg,xgb,2,14.077228,13.991099537037034,1518842217_2
remtime,zero,agg,xgb,2,15.762636,23.56107638888889,1531372937_2
remtime,zero,agg,xgb,2,17.315456,14.453680555555556,1534175598_2
remtime,zero,agg,xgb,2,18.120115,4.93707175925926,1541826188_2
remtime,zero,agg,xgb,2,16.911596,11.009004629629631,1568090978_2
remtime,zero,agg,xgb,2,15.171628,6.914224537037038,1589624760_2
remtime,zero,agg,xgb,2,14.031677,10.968287037037037,1589946896_2
remtime,zero,agg,xgb,2,15.983735,4.8003125,1605593231_2
remtime,zero,agg,xgb,2,14.026154,1.1799074074074074,1612557107_2
remtime,zero,agg,xgb,2,18.046223,4.8797453703703715,1623607293_2
remtime,zero,agg,xgb,2,11.98334,3.7884490740740735,1627432412_2
remtime,zero,agg,xgb,2,14.454497,8.923888888888891,1630475769_2
remtime,zero,agg,xgb,2,13.129389,3.689224537037037,1636659317_2
remtime,zero,agg,xgb,2,16.194347,14.229421296296294,1638379755_2
remtime,zero,agg,xgb,2,17.255983,7.040659722222222,1641972620_2
remtime,zero,agg,xgb,2,19.572111,3.949236111111111,1659255564_2
remtime,zero,agg,xgb,2,16.549551,5.623784722222222,1661566238_2
remtime,zero,agg,xgb,2,16.162342,1.132847222222222,1661574532_2
remtime,zero,agg,xgb,2,20.076807,8.090509259259257,1664621088_2
remtime,zero,agg,xgb,2,14.696122,1.3071412037037038,1670768029_2
remtime,zero,agg,xgb,2,16.362503,10.875034722222226,167825309_2
remtime,zero,agg,xgb,2,13.961304,6.6273032407407415,1679215860_2
remtime,zero,agg,xgb,2,11.4319935,6.104525462962962,1703969285_2
remtime,zero,agg,xgb,2,15.153009,5.881736111111112,1716698141_2
remtime,zero,agg,xgb,2,15.562802,24.595682870370368,1727581145_2
remtime,zero,agg,xgb,2,16.007988,4.889571759259258,1761486530_2
remtime,zero,agg,xgb,2,16.036747,23.109155092592587,1777454448_2
remtime,zero,agg,xgb,2,11.538742,6.955439814814816,1780482603_2
remtime,zero,agg,xgb,2,15.794485,4.944189814814815,1804015364_2
remtime,zero,agg,xgb,2,13.210491,8.028680555555555,1813196768_2
remtime,zero,agg,xgb,2,15.873893,8.186921296296296,1822579002_2
remtime,zero,agg,xgb,2,15.871819,0.7893865740740741,183528099_2
remtime,zero,agg,xgb,2,19.474415,6.968761574074074,1837232546_2
remtime,zero,agg,xgb,2,15.929772,7.98699074074074,1851874120_2
remtime,zero,agg,xgb,2,19.123499,4.950983796296296,1857316370_2
remtime,zero,agg,xgb,2,13.600794,1.4265277777777778,1869129677_2
remtime,zero,agg,xgb,2,17.03233,17.916377314814813,1882563257_2
remtime,zero,agg,xgb,2,13.573784,8.718587962962962,1885602665_2
remtime,zero,agg,xgb,2,16.316364,17.185324074074074,1902601657_2
remtime,zero,agg,xgb,2,15.392364,8.010451388888889,1905561540_2
remtime,zero,agg,xgb,2,14.380908,7.259386574074074,1908235422_2
remtime,zero,agg,xgb,2,19.925848,6.7901388888888885,191922766_2
remtime,zero,agg,xgb,2,25.64214,4.777326388888889,1949069602_2
remtime,zero,agg,xgb,2,15.920048,21.720891203703705,1954046396_2
remtime,zero,agg,xgb,2,15.767217,6.232893518518519,1958282351_2
remtime,zero,agg,xgb,2,18.64048,6.871921296296296,1962542067_2
remtime,zero,agg,xgb,2,14.796186,0.9976041666666666,1962983064_2
remtime,zero,agg,xgb,2,16.514647,4.17412037037037,1965849532_2
remtime,zero,agg,xgb,2,18.919842,19.991909722222218,1972029705_2
remtime,zero,agg,xgb,2,20.092354,19.32138888888889,199184776_2
remtime,zero,agg,xgb,2,13.184116,7.9109953703703715,1995092888_2
remtime,zero,agg,xgb,2,15.419644,9.673414351851852,1998480538_2
remtime,zero,agg,xgb,2,12.155605,11.024722222222223,2009274259_2
remtime,zero,agg,xgb,2,18.511404,16.666284722222226,2019122599_2
remtime,zero,agg,xgb,2,15.244633,2.1466782407407408,2062813997_2
remtime,zero,agg,xgb,2,14.958755,14.108182870370369,2085455067_2
remtime,zero,agg,xgb,2,16.47398,7.815648148148147,2087521978_2
remtime,zero,agg,xgb,2,19.907928,9.969548611111113,2089218629_2
remtime,zero,agg,xgb,2,15.345739,9.755740740740741,2111055752_2
remtime,zero,agg,xgb,2,16.33537,6.932407407407408,2139497576_2
remtime,zero,agg,xgb,2,20.235373,17.999016203703704,265449268_2
remtime,zero,agg,xgb,2,15.3299,9.825625,268903185_2
remtime,zero,agg,xgb,2,15.283361,7.532476851851853,270623019_2
remtime,zero,agg,xgb,2,16.022121,11.241736111111114,285811325_2
remtime,zero,agg,xgb,2,16.016125,18.995810185185185,28960323_2
remtime,zero,agg,xgb,2,15.933818,5.753831018518517,352224008_2
remtime,zero,agg,xgb,2,12.373485,8.0709375,353397724_2
remtime,zero,agg,xgb,2,16.747442,7.36443287037037,355591291_2
remtime,zero,agg,xgb,2,13.186693,11.731111111111113,362437843_2
remtime,zero,agg,xgb,2,14.225232,9.916423611111114,381274116_2
remtime,zero,agg,xgb,2,19.541676,3.957129629629629,392859662_2
remtime,zero,agg,xgb,2,14.878619,8.58568287037037,405637316_2
remtime,zero,agg,xgb,2,15.581819,7.734988425925926,417332815_2
remtime,zero,agg,xgb,2,18.863354,6.8381481481481465,424363323_2
remtime,zero,agg,xgb,2,13.032067,8.841793981481484,432789106_2
remtime,zero,agg,xgb,2,15.89023,1.9702083333333331,440790291_2
remtime,zero,agg,xgb,2,16.445595,9.887847222222222,463617637_2
remtime,zero,agg,xgb,2,12.383967,10.02,471904357_2
remtime,zero,agg,xgb,2,17.814022,11.999201388888887,486324246_2
remtime,zero,agg,xgb,2,18.815128,6.137939814814816,511603944_2
remtime,zero,agg,xgb,2,15.943138,2.9039467592592594,515232769_2
remtime,zero,agg,xgb,2,26.4834,3.0071064814814816,539113630_2
remtime,zero,agg,xgb,2,16.16568,3.7468171296296298,576893560_2
remtime,zero,agg,xgb,2,19.886011,7.005462962962962,581256241_2
remtime,zero,agg,xgb,2,16.575947,7.913819444444443,630653306_2
remtime,zero,agg,xgb,2,15.938883,3.863252314814815,630861561_2
remtime,zero,agg,xgb,2,14.650833,6.967326388888888,639055240_2
remtime,zero,agg,xgb,2,15.878924,9.310763888888891,63932076_2
remtime,zero,agg,xgb,2,17.903809,6.014039351851853,639333261_2
remtime,zero,agg,xgb,2,14.979184,10.005289351851852,676837330_2
remtime,zero,agg,xgb,2,14.574432,7.930509259259258,701552965_2
remtime,zero,agg,xgb,2,15.215665,7.961064814814815,726080078_2
remtime,zero,agg,xgb,2,15.033983,2.794131944444445,731053814_2
remtime,zero,agg,xgb,2,16.566658,10.405023148148148,798973991_2
remtime,zero,agg,xgb,2,13.627654,1.2110532407407408,799038872_2
remtime,zero,agg,xgb,2,12.69742,4.2569791666666665,799781255_2
remtime,zero,agg,xgb,2,12.528469,3.927546296296296,802643457_2
remtime,zero,agg,xgb,2,14.729898,10.067152777777778,8039711_2
remtime,zero,agg,xgb,2,14.618199,11.571377314814816,807788459_2
remtime,zero,agg,xgb,2,10.437702,10.86712962962963,81121528_2
remtime,zero,agg,xgb,2,15.894399,9.8371875,820279576_2
remtime,zero,agg,xgb,2,15.89876,3.049872685185185,822441404_2
remtime,zero,agg,xgb,2,15.756523,7.059861111111112,830859051_2
remtime,zero,agg,xgb,2,18.59541,12.234907407407407,84921509_2
remtime,zero,agg,xgb,2,16.990028,5.85068287037037,863470764_2
remtime,zero,agg,xgb,2,16.297596,9.954756944444442,876478835_2
remtime,zero,agg,xgb,2,16.160463,4.66537037037037,896367681_2
remtime,zero,agg,xgb,2,16.683489,6.821770833333333,898181445_2
remtime,zero,agg,xgb,2,18.638388,14.907164351851852,936392619_2
remtime,zero,agg,xgb,3,15.487204,7.93806712962963,1010390571_3
remtime,zero,agg,xgb,3,16.556814,16.10355324074074,1017644369_3
remtime,zero,agg,xgb,3,15.150384,9.839016203703702,1019849833_3
remtime,zero,agg,xgb,3,19.756952,5.55875,102041449_3
remtime,zero,agg,xgb,3,17.484652,11.642222222222221,1023366085_3
remtime,zero,agg,xgb,3,16.753746,7.344537037037037,1036492833_3
remtime,zero,agg,xgb,3,14.296512,3.028275462962963,1043190619_3
remtime,zero,agg,xgb,3,15.62419,6.961875,1047194763_3
remtime,zero,agg,xgb,3,19.359175,1.8232986111111111,1068144226_3
remtime,zero,agg,xgb,3,18.241436,8.326331018518516,109999371_3
remtime,zero,agg,xgb,3,17.300074,5.814895833333333,1102768033_3
remtime,zero,agg,xgb,3,13.9209585,0.0922800925925926,1107169322_3
remtime,zero,agg,xgb,3,14.659177,8.922986111111111,1124966685_3
remtime,zero,agg,xgb,3,16.17371,8.871574074074074,1130289017_3
remtime,zero,agg,xgb,3,16.605888,10.119293981481484,1140236377_3
remtime,zero,agg,xgb,3,11.745394,7.273263888888889,115875432_3
remtime,zero,agg,xgb,3,15.416675,13.647175925925925,1161266589_3
remtime,zero,agg,xgb,3,12.792993,1.9301620370370367,1164895484_3
remtime,zero,agg,xgb,3,18.596804,4.696608796296296,1170931347_3
remtime,zero,agg,xgb,3,18.97494,10.617164351851851,117667027_3
remtime,zero,agg,xgb,3,12.997662,12.834895833333333,1179073626_3
remtime,zero,agg,xgb,3,9.984349,8.055208333333333,1181289999_3
remtime,zero,agg,xgb,3,14.484839,8.845254629629629,1191708035_3
remtime,zero,agg,xgb,3,15.249291,12.988958333333333,1191906778_3
remtime,zero,agg,xgb,3,16.062103,6.72318287037037,1194598473_3
remtime,zero,agg,xgb,3,17.04792,7.5526273148148135,1204431926_3
remtime,zero,agg,xgb,3,18.339767,9.861030092592593,1206779440_3
remtime,zero,agg,xgb,3,15.99005,10.043692129629632,1212433332_3
remtime,zero,agg,xgb,3,15.589348,5.097083333333333,1219509855_3
remtime,zero,agg,xgb,3,13.443603,4.672638888888889,1226041324_3
remtime,zero,agg,xgb,3,21.313042,15.831319444444444,1248765312_3
remtime,zero,agg,xgb,3,14.618171,6.7155092592592585,125718857_3
remtime,zero,agg,xgb,3,15.630463,7.8985416666666675,1266010499_3
remtime,zero,agg,xgb,3,15.783794,20.095335648148147,1270175388_3
remtime,zero,agg,xgb,3,16.206387,8.253020833333334,12716824_3
remtime,zero,agg,xgb,3,15.356125,6.987638888888888,1278282603_3
remtime,zero,agg,xgb,3,17.551193,12.344363425925925,1292203372_3
remtime,zero,agg,xgb,3,13.688009,18.313553240740738,1344840884_3
remtime,zero,agg,xgb,3,18.74602,9.962013888888887,1347888391_3
remtime,zero,agg,xgb,3,13.975767,1.1827777777777777,1357696952_3
remtime,zero,agg,xgb,3,15.242828,11.969895833333334,1359639481_3
remtime,zero,agg,xgb,3,11.564968,0.9919328703703704,1359982228_3
remtime,zero,agg,xgb,3,15.573969,8.231585648148148,1361510669_3
remtime,zero,agg,xgb,3,15.357537,4.848576388888889,1395028182_3
remtime,zero,agg,xgb,3,16.066877,2.356122685185185,1403714641_3
remtime,zero,agg,xgb,3,12.434665,19.87255787037037,1429834706_3
remtime,zero,agg,xgb,3,20.180504,6.643206018518517,1439034221_3
remtime,zero,agg,xgb,3,15.183922,13.352962962962964,1445301194_3
remtime,zero,agg,xgb,3,16.381264,7.563148148148147,1452593339_3
remtime,zero,agg,xgb,3,19.229404,8.165011574074073,1459684566_3
remtime,zero,agg,xgb,3,17.250744,16.734224537037033,1470819740_3
remtime,zero,agg,xgb,3,15.593127,13.068495370370373,1495187612_3
remtime,zero,agg,xgb,3,15.273261,6.945127314814815,1506673860_3
remtime,zero,agg,xgb,3,18.836267,7.13519675925926,1509724255_3
remtime,zero,agg,xgb,3,14.27049,13.990196759259259,1518842217_3
remtime,zero,agg,xgb,3,15.533246,23.560254629629632,1531372937_3
remtime,zero,agg,xgb,3,17.12401,14.452789351851852,1534175598_3
remtime,zero,agg,xgb,3,18.095823,4.935787037037037,1541826188_3
remtime,zero,agg,xgb,3,14.944879,11.005034722222224,1568090978_3
remtime,zero,agg,xgb,3,15.123726,6.913113425925926,1589624760_3
remtime,zero,agg,xgb,3,13.768985,10.967627314814816,1589946896_3
remtime,zero,agg,xgb,3,15.4442215,4.797916666666667,1605593231_3
remtime,zero,agg,xgb,3,13.466116,1.1792245370370371,1612557107_3
remtime,zero,agg,xgb,3,17.62175,4.8792939814814815,1623607293_3
remtime,zero,agg,xgb,3,11.482956,2.9976736111111117,1627432412_3
remtime,zero,agg,xgb,3,13.894856,8.921585648148149,1630475769_3
remtime,zero,agg,xgb,3,12.763889,3.683148148148148,1636659317_3
remtime,zero,agg,xgb,3,16.742039,13.888402777777774,1638379755_3
remtime,zero,agg,xgb,3,16.609283,7.039780092592593,1641972620_3
remtime,zero,agg,xgb,3,19.229979,3.9469907407407407,1659255564_3
remtime,zero,agg,xgb,3,16.195822,5.6209953703703714,1661566238_3
remtime,zero,agg,xgb,3,15.750488,1.106238425925926,1661574532_3
remtime,zero,agg,xgb,3,19.842772,8.090034722222223,1664621088_3
remtime,zero,agg,xgb,3,15.144751,1.3061574074074074,1670768029_3
remtime,zero,agg,xgb,3,15.202918,9.926226851851853,167825309_3
remtime,zero,agg,xgb,3,12.428062,6.624074074074074,1679215860_3
remtime,zero,agg,xgb,3,14.402419,4.310671296296296,1703969285_3
remtime,zero,agg,xgb,3,15.048256,5.881053240740742,1716698141_3
remtime,zero,agg,xgb,3,13.952997,23.737361111111113,1727581145_3
remtime,zero,agg,xgb,3,15.766895,4.888969907407407,1761486530_3
remtime,zero,agg,xgb,3,16.476929,23.104421296296294,1777454448_3
remtime,zero,agg,xgb,3,11.826267,6.955127314814815,1780482603_3
remtime,zero,agg,xgb,3,15.686439,4.943310185185185,1804015364_3
remtime,zero,agg,xgb,3,11.574429,8.02545138888889,1813196768_3
remtime,zero,agg,xgb,3,19.452187,8.061342592592592,1822579002_3
remtime,zero,agg,xgb,3,15.606234,0.7885532407407407,183528099_3
remtime,zero,agg,xgb,3,19.183237,6.958576388888888,1837232546_3
remtime,zero,agg,xgb,3,15.409882,7.986157407407408,1851874120_3
remtime,zero,agg,xgb,3,17.116293,4.891400462962963,1857316370_3
remtime,zero,agg,xgb,3,13.406384,1.4261805555555556,1869129677_3
remtime,zero,agg,xgb,3,18.110582,17.73028935185185,1882563257_3
remtime,zero,agg,xgb,3,13.026042,8.717152777777779,1885602665_3
remtime,zero,agg,xgb,3,16.017115,17.1846875,1902601657_3
remtime,zero,agg,xgb,3,15.074624,8.010092592592592,1905561540_3
remtime,zero,agg,xgb,3,13.519668,7.258576388888889,1908235422_3
remtime,zero,agg,xgb,3,19.718807,6.7896527777777775,191922766_3
remtime,zero,agg,xgb,3,25.864666,4.776944444444443,1949069602_3
remtime,zero,agg,xgb,3,15.694168,21.720046296296296,1954046396_3
remtime,zero,agg,xgb,3,15.609141,6.232476851851853,1958282351_3
remtime,zero,agg,xgb,3,18.228104,6.871354166666666,1962542067_3
remtime,zero,agg,xgb,3,14.623839,0.9967361111111112,1962983064_3
remtime,zero,agg,xgb,3,17.52245,4.130729166666667,1965849532_3
remtime,zero,agg,xgb,3,18.144516,19.982152777777774,1972029705_3
remtime,zero,agg,xgb,3,20.354973,19.321030092592594,199184776_3
remtime,zero,agg,xgb,3,12.508974,7.818229166666668,1995092888_3
remtime,zero,agg,xgb,3,15.124599,9.672534722222222,1998480538_3
remtime,zero,agg,xgb,3,12.123267,6.832280092592592,2009274259_3
remtime,zero,agg,xgb,3,18.251503,16.665914351851853,2019122599_3
remtime,zero,agg,xgb,3,13.137949,2.143113425925926,2062813997_3
remtime,zero,agg,xgb,3,15.604361,14.053125,2085455067_3
remtime,zero,agg,xgb,3,14.564776,6.823773148148147,2087521978_3
remtime,zero,agg,xgb,3,20.100744,9.969027777777775,2089218629_3
remtime,zero,agg,xgb,3,15.2027645,8.681111111111111,2111055752_3
remtime,zero,agg,xgb,3,17.346315,6.929664351851852,2139497576_3
remtime,zero,agg,xgb,3,18.89927,17.905636574074077,265449268_3
remtime,zero,agg,xgb,3,15.231716,9.824293981481484,268903185_3
remtime,zero,agg,xgb,3,15.528731,7.531504629629628,270623019_3
remtime,zero,agg,xgb,3,17.170391,11.230243055555556,285811325_3
remtime,zero,agg,xgb,3,15.772533,18.99533564814815,28960323_3
remtime,zero,agg,xgb,3,16.112125,5.752881944444446,352224008_3
remtime,zero,agg,xgb,3,12.200188,8.070474537037038,353397724_3
remtime,zero,agg,xgb,3,16.485525,7.364050925925926,355591291_3
remtime,zero,agg,xgb,3,12.766627,11.10050925925926,362437843_3
remtime,zero,agg,xgb,3,14.103616,9.914629629629632,381274116_3
remtime,zero,agg,xgb,3,17.886694,3.917337962962963,392859662_3
remtime,zero,agg,xgb,3,15.080763,8.585324074074075,405637316_3
remtime,zero,agg,xgb,3,15.040128,7.734293981481482,417332815_3
remtime,zero,agg,xgb,3,17.607323,6.8340625,424363323_3
remtime,zero,agg,xgb,3,12.200579,8.741284722222222,432789106_3
remtime,zero,agg,xgb,3,16.199638,1.967476851851852,440790291_3
remtime,zero,agg,xgb,3,16.39459,9.887060185185183,463617637_3
remtime,zero,agg,xgb,3,12.367284,8.116944444444442,471904357_3
remtime,zero,agg,xgb,3,17.576479,11.998425925925925,486324246_3
remtime,zero,agg,xgb,3,18.601181,6.137604166666668,511603944_3
remtime,zero,agg,xgb,3,15.767236,2.903240740740741,515232769_3
remtime,zero,agg,xgb,3,26.497484,3.0066087962962964,539113630_3
remtime,zero,agg,xgb,3,16.170874,3.746435185185186,576893560_3
remtime,zero,agg,xgb,3,17.945957,7.002025462962963,581256241_3
remtime,zero,agg,xgb,3,16.283333,7.913449074074074,630653306_3
remtime,zero,agg,xgb,3,15.368421,3.8626388888888887,630861561_3
remtime,zero,agg,xgb,3,14.112595,5.998819444444443,639055240_3
remtime,zero,agg,xgb,3,15.193324,9.30991898148148,63932076_3
remtime,zero,agg,xgb,3,17.137287,6.013518518518517,639333261_3
remtime,zero,agg,xgb,3,12.945523,10.002060185185183,676837330_3
remtime,zero,agg,xgb,3,14.204554,7.925,701552965_3
remtime,zero,agg,xgb,3,14.589971,6.985555555555557,726080078_3
remtime,zero,agg,xgb,3,14.880542,2.7933101851851854,731053814_3
remtime,zero,agg,xgb,3,16.069345,10.404201388888891,798973991_3
remtime,zero,agg,xgb,3,11.751869,1.2076504629629627,799038872_3
remtime,zero,agg,xgb,3,14.969557,3.915393518518519,799781255_3
remtime,zero,agg,xgb,3,11.378733,3.92412037037037,802643457_3
remtime,zero,agg,xgb,3,14.546785,10.06630787037037,8039711_3
remtime,zero,agg,xgb,3,12.560796,11.567743055555557,807788459_3
remtime,zero,agg,xgb,3,12.767667,8.894282407407408,81121528_3
remtime,zero,agg,xgb,3,14.797802,7.092280092592592,820279576_3
remtime,zero,agg,xgb,3,15.459034,3.04900462962963,822441404_3
remtime,zero,agg,xgb,3,15.93547,7.059398148148147,830859051_3
remtime,zero,agg,xgb,3,18.302809,12.234421296296293,84921509_3
remtime,zero,agg,xgb,3,16.439835,5.850034722222222,863470764_3
remtime,zero,agg,xgb,3,16.01215,9.953912037037037,876478835_3
remtime,zero,agg,xgb,3,15.3096,4.088090277777779,896367681_3
remtime,zero,agg,xgb,3,15.675171,6.819143518518517,898181445_3
remtime,zero,agg,xgb,3,18.311874,14.906400462962965,936392619_3
remtime,zero,agg,xgb,4,15.104259,6.20775462962963,1010390571_4
remtime,zero,agg,xgb,4,14.9536495,13.974837962962965,1017644369_4
remtime,zero,agg,xgb,4,13.647893,6.942939814814816,1019849833_4
remtime,zero,agg,xgb,4,19.915777,5.044085648148148,102041449_4
remtime,zero,agg,xgb,4,14.749434,10.796550925925924,1023366085_4
remtime,zero,agg,xgb,4,16.647346,7.344050925925926,1036492833_4
remtime,zero,agg,xgb,4,14.76333,3.026736111111111,1043190619_4
remtime,zero,agg,xgb,4,15.11791,5.879861111111111,1047194763_4
remtime,zero,agg,xgb,4,18.668724,1.3176851851851852,1068144226_4
remtime,zero,agg,xgb,4,15.715859,4.433101851851851,109999371_4
remtime,zero,agg,xgb,4,15.90391,4.014293981481481,1102768033_4
remtime,zero,agg,xgb,4,13.722294,0.08738425925925926,1107169322_4
remtime,zero,agg,xgb,4,15.272053,6.831226851851853,1124966685_4
remtime,zero,agg,xgb,4,15.377522,7.920729166666668,1130289017_4
remtime,zero,agg,xgb,4,16.41122,10.119293981481484,1140236377_4
remtime,zero,agg,xgb,4,11.806782,7.271435185185185,115875432_4
remtime,zero,agg,xgb,4,15.345004,13.646875,1161266589_4
remtime,zero,agg,xgb,4,13.34864,1.9282986111111111,1164895484_4
remtime,zero,agg,xgb,4,16.732243,3.784039351851852,1170931347_4
remtime,zero,agg,xgb,4,18.682219,10.617164351851851,117667027_4
remtime,zero,agg,xgb,4,10.9416275,12.020833333333336,1179073626_4
remtime,zero,agg,xgb,4,9.800976,8.054652777777777,1181289999_4
remtime,zero,agg,xgb,4,14.527668,8.844166666666666,1191708035_4
remtime,zero,agg,xgb,4,15.357753,12.988032407407408,1191906778_4
remtime,zero,agg,xgb,4,19.205044,6.264189814814816,1194598473_4
remtime,zero,agg,xgb,4,14.9990835,6.827314814814816,1204431926_4
remtime,zero,agg,xgb,4,17.138105,9.851354166666667,1206779440_4
remtime,zero,agg,xgb,4,14.291042,8.178263888888889,1212433332_4
remtime,zero,agg,xgb,4,16.039528,4.114618055555557,1219509855_4
remtime,zero,agg,xgb,4,13.431972,4.672638888888889,1226041324_4
remtime,zero,agg,xgb,4,21.192253,15.829675925925924,1248765312_4
remtime,zero,agg,xgb,4,14.219086,6.711388888888888,125718857_4
remtime,zero,agg,xgb,4,13.908977,7.099594907407408,1266010499_4
remtime,zero,agg,xgb,4,14.542208,16.736539351851853,1270175388_4
remtime,zero,agg,xgb,4,15.720046,7.2371875,12716824_4
remtime,zero,agg,xgb,4,15.441961,6.985601851851853,1278282603_4
remtime,zero,agg,xgb,4,15.572318,12.200625,1292203372_4
remtime,zero,agg,xgb,4,13.629129,18.313553240740738,1344840884_4
remtime,zero,agg,xgb,4,19.214699,9.958333333333334,1347888391_4
remtime,zero,agg,xgb,4,13.885926,1.179988425925926,1357696952_4
remtime,zero,agg,xgb,4,15.060774,11.96880787037037,1359639481_4
remtime,zero,agg,xgb,4,11.416801,0.9912847222222222,1359982228_4
remtime,zero,agg,xgb,4,15.8214855,8.231585648148148,1361510669_4
remtime,zero,agg,xgb,4,13.820941,3.868703703703704,1395028182_4
remtime,zero,agg,xgb,4,13.933169,1.4235879629629629,1403714641_4
remtime,zero,agg,xgb,4,11.242162,18.18625,1429834706_4
remtime,zero,agg,xgb,4,19.883627,6.643206018518517,1439034221_4
remtime,zero,agg,xgb,4,17.707464,12.984513888888891,1445301194_4
remtime,zero,agg,xgb,4,19.528708,7.0380208333333325,1452593339_4
remtime,zero,agg,xgb,4,18.914005,7.142418981481482,1459684566_4
remtime,zero,agg,xgb,4,16.838026,16.734224537037033,1470819740_4
remtime,zero,agg,xgb,4,15.100956,12.002708333333333,1495187612_4
remtime,zero,agg,xgb,4,15.062329,6.943368055555554,1506673860_4
remtime,zero,agg,xgb,4,19.51239,7.13244212962963,1509724255_4
remtime,zero,agg,xgb,4,11.71142,12.821041666666664,1518842217_4
remtime,zero,agg,xgb,4,16.453526,23.03314814814815,1531372937_4
remtime,zero,agg,xgb,4,15.837433,11.699409722222226,1534175598_4
remtime,zero,agg,xgb,4,18.224756,4.935,1541826188_4
remtime,zero,agg,xgb,4,15.232586,11.004074074074076,1568090978_4
remtime,zero,agg,xgb,4,14.065859,6.910150462962962,1589624760_4
remtime,zero,agg,xgb,4,13.320862,9.896111111111109,1589946896_4
remtime,zero,agg,xgb,4,14.978729,4.794212962962963,1605593231_4
remtime,zero,agg,xgb,4,12.760894,1.1215162037037036,1612557107_4
remtime,zero,agg,xgb,4,16.194796,3.071828703703704,1623607293_4
