label_col,bucket_method,feat_encoding,cls,nr_events,predicted,actual,case_id
remtime,zero,agg,xgb,2,15.272411,6.914224537037038,1589624760_2
remtime,zero,agg,xgb,2,13.59476,10.968287037037037,1589946896_2
remtime,zero,agg,xgb,2,15.516261,4.8003125,1605593231_2
remtime,zero,agg,xgb,2,13.665063,1.1799074074074074,1612557107_2
remtime,zero,agg,xgb,2,17.6464,4.8797453703703715,1623607293_2
remtime,zero,agg,xgb,2,12.278203,3.7884490740740735,1627432412_2
remtime,zero,agg,xgb,2,14.229334,8.923888888888891,1630475769_2
remtime,zero,agg,xgb,2,13.806179,3.689224537037037,1636659317_2
remtime,zero,agg,xgb,2,15.761242,14.229421296296294,1638379755_2
remtime,zero,agg,xgb,2,16.772982,7.040659722222222,1641972620_2
remtime,zero,agg,xgb,2,19.021734,3.949236111111111,1659255564_2
remtime,zero,agg,xgb,2,16.51091,5.623784722222222,1661566238_2
remtime,zero,agg,xgb,2,15.773162,1.132847222222222,1661574532_2
remtime,zero,agg,xgb,2,19.510376,8.090509259259257,1664621088_2
remtime,zero,agg,xgb,2,14.419481,1.3071412037037038,1670768029_2
remtime,zero,agg,xgb,2,16.494087,10.875034722222226,167825309_2
remtime,zero,agg,xgb,2,13.247377,6.6273032407407415,1679215860_2
remtime,zero,agg,xgb,2,12.641323,6.104525462962962,1703969285_2
remtime,zero,agg,xgb,2,15.179623,5.881736111111112,1716698141_2
remtime,zero,agg,xgb,2,15.274359,24.595682870370368,1727581145_2
remtime,zero,agg,xgb,2,16.030922,4.889571759259258,1761486530_2
remtime,zero,agg,xgb,2,15.693534,23.109155092592587,1777454448_2
remtime,zero,agg,xgb,2,11.380946,6.955439814814816,1780482603_2
remtime,zero,agg,xgb,2,15.84055,4.944189814814815,1804015364_2
remtime,zero,agg,xgb,2,13.311602,8.028680555555555,1813196768_2
remtime,zero,agg,xgb,2,15.97973,8.186921296296296,1822579002_2
remtime,zero,agg,xgb,2,16.098898,0.7893865740740741,183528099_2
remtime,zero,agg,xgb,2,19.41151,6.968761574074074,1837232546_2
remtime,zero,agg,xgb,2,15.943037,7.98699074074074,1851874120_2
remtime,zero,agg,xgb,2,18.782904,4.950983796296296,1857316370_2
remtime,zero,agg,xgb,2,13.289983,1.4265277777777778,1869129677_2
remtime,zero,agg,xgb,2,16.137375,17.916377314814813,1882563257_2
remtime,zero,agg,xgb,2,14.020417,8.718587962962962,1885602665_2
remtime,zero,agg,xgb,2,16.301418,17.185324074074074,1902601657_2
remtime,zero,agg,xgb,2,15.064543,8.010451388888889,1905561540_2
remtime,zero,agg,xgb,2,12.894744,7.259386574074074,1908235422_2
remtime,zero,agg,xgb,2,20.003813,6.7901388888888885,191922766_2
remtime,zero,agg,xgb,2,24.765259,4.777326388888889,1949069602_2
remtime,zero,agg,xgb,2,16.594315,21.720891203703705,1954046396_2
remtime,zero,agg,xgb,2,15.745789,6.232893518518519,1958282351_2
remtime,zero,agg,xgb,2,18.152395,6.871921296296296,1962542067_2
remtime,zero,agg,xgb,2,14.58167,0.9976041666666666,1962983064_2
remtime,zero,agg,xgb,2,17.764269,4.17412037037037,1965849532_2
remtime,zero,agg,xgb,2,18.550793,19.991909722222218,1972029705_2
remtime,zero,agg,xgb,2,20.224207,19.32138888888889,199184776_2
remtime,zero,agg,xgb,2,13.172798,7.9109953703703715,1995092888_2
remtime,zero,agg,xgb,2,15.429448,9.673414351851852,1998480538_2
remtime,zero,agg,xgb,2,12.484052,11.024722222222223,2009274259_2
remtime,zero,agg,xgb,2,17.867716,16.666284722222226,2019122599_2
remtime,zero,agg,xgb,2,14.285674,2.1466782407407408,2062813997_2
remtime,zero,agg,xgb,2,15.051433,14.108182870370369,2085455067_2
remtime,zero,agg,xgb,2,16.800749,7.815648148148147,2087521978_2
remtime,zero,agg,xgb,2,19.474014,9.969548611111113,2089218629_2
remtime,zero,agg,xgb,2,15.053366,9.755740740740741,2111055752_2
remtime,zero,agg,xgb,2,16.270782,6.932407407407408,2139497576_2
remtime,zero,agg,xgb,2,19.727297,17.999016203703704,265449268_2
remtime,zero,agg,xgb,2,15.151441,9.825625,268903185_2
remtime,zero,agg,xgb,2,14.929761,7.532476851851853,270623019_2
remtime,zero,agg,xgb,2,15.953876,11.241736111111114,285811325_2
remtime,zero,agg,xgb,2,15.861149,18.995810185185185,28960323_2
remtime,zero,agg,xgb,2,16.655832,5.753831018518517,352224008_2
remtime,zero,agg,xgb,2,12.8599205,8.0709375,353397724_2
remtime,zero,agg,xgb,2,16.430187,7.36443287037037,355591291_2
remtime,zero,agg,xgb,2,13.022474,11.731111111111113,362437843_2
remtime,zero,agg,xgb,2,14.511637,9.916423611111114,381274116_2
remtime,zero,agg,xgb,2,19.283428,3.957129629629629,392859662_2
remtime,zero,agg,xgb,2,15.1389475,8.58568287037037,405637316_2
remtime,zero,agg,xgb,2,15.689823,7.734988425925926,417332815_2
remtime,zero,agg,xgb,2,18.764744,6.8381481481481465,424363323_2
remtime,zero,agg,xgb,2,12.714055,8.841793981481484,432789106_2
remtime,zero,agg,xgb,2,15.717288,1.9702083333333331,440790291_2
remtime,zero,agg,xgb,2,16.361635,9.887847222222222,463617637_2
remtime,zero,agg,xgb,2,11.911443,10.02,471904357_2
remtime,zero,agg,xgb,2,18.55893,11.999201388888887,486324246_2
remtime,zero,agg,xgb,2,18.590775,6.137939814814816,511603944_2
remtime,zero,agg,xgb,2,16.02987,2.9039467592592594,515232769_2
remtime,zero,agg,xgb,2,26.453558,3.0071064814814816,539113630_2
remtime,zero,agg,xgb,2,15.962887,3.7468171296296298,576893560_2
remtime,zero,agg,xgb,2,19.679525,7.005462962962962,581256241_2
remtime,zero,agg,xgb,2,15.785053,7.913819444444443,630653306_2
remtime,zero,agg,xgb,2,15.333924,3.863252314814815,630861561_2
remtime,zero,agg,xgb,2,14.587498,6.967326388888888,639055240_2
remtime,zero,agg,xgb,2,16.121557,9.310763888888891,63932076_2
remtime,zero,agg,xgb,2,17.455679,6.014039351851853,639333261_2
remtime,zero,agg,xgb,2,14.491506,10.005289351851852,676837330_2
remtime,zero,agg,xgb,2,15.070286,7.930509259259258,701552965_2
remtime,zero,agg,xgb,2,15.074092,7.961064814814815,726080078_2
remtime,zero,agg,xgb,2,15.05841,2.794131944444445,731053814_2
remtime,zero,agg,xgb,2,16.42644,10.405023148148148,798973991_2
remtime,zero,agg,xgb,2,12.991494,1.2110532407407408,799038872_2
remtime,zero,agg,xgb,2,12.5031395,4.2569791666666665,799781255_2
remtime,zero,agg,xgb,2,11.805529,3.927546296296296,802643457_2
remtime,zero,agg,xgb,2,15.141461,10.067152777777778,8039711_2
remtime,zero,agg,xgb,2,13.981417,11.571377314814816,807788459_2
remtime,zero,agg,xgb,2,11.068776,10.86712962962963,81121528_2
remtime,zero,agg,xgb,2,15.848809,9.8371875,820279576_2
remtime,zero,agg,xgb,2,16.013123,3.049872685185185,822441404_2
remtime,zero,agg,xgb,2,16.225243,7.059861111111112,830859051_2
remtime,zero,agg,xgb,2,18.233952,12.234907407407407,84921509_2
remtime,zero,agg,xgb,2,17.038805,5.85068287037037,863470764_2
remtime,zero,agg,xgb,2,16.230328,9.954756944444442,876478835_2
remtime,zero,agg,xgb,2,16.129856,4.66537037037037,896367681_2
remtime,zero,agg,xgb,2,15.86414,6.821770833333333,898181445_2
remtime,zero,agg,xgb,2,18.097986,14.907164351851852,936392619_2
remtime,zero,agg,xgb,3,15.314339,7.93806712962963,1010390571_3
remtime,zero,agg,xgb,3,16.124834,16.10355324074074,1017644369_3
remtime,zero,agg,xgb,3,14.687861,9.839016203703702,1019849833_3
remtime,zero,agg,xgb,3,19.194351,5.55875,102041449_3
remtime,zero,agg,xgb,3,16.936005,11.642222222222221,1023366085_3
remtime,zero,agg,xgb,3,15.883465,7.344537037037037,1036492833_3
remtime,zero,agg,xgb,3,13.931931,3.028275462962963,1043190619_3
remtime,zero,agg,xgb,3,15.126801,6.961875,1047194763_3
remtime,zero,agg,xgb,3,18.80213,1.8232986111111111,1068144226_3
remtime,zero,agg,xgb,3,16.572596,8.326331018518516,109999371_3
remtime,zero,agg,xgb,3,16.572596,5.814895833333333,1102768033_3
remtime,zero,agg,xgb,3,14.021816,0.0922800925925926,1107169322_3
remtime,zero,agg,xgb,3,13.60202,8.922986111111111,1124966685_3
remtime,zero,agg,xgb,3,16.491575,8.871574074074074,1130289017_3
remtime,zero,agg,xgb,3,16.028313,10.119293981481484,1140236377_3
remtime,zero,agg,xgb,3,11.419358,7.273263888888889,115875432_3
remtime,zero,agg,xgb,3,15.319407,13.647175925925925,1161266589_3
remtime,zero,agg,xgb,3,13.322528,1.9301620370370367,1164895484_3
remtime,zero,agg,xgb,3,17.983517,4.696608796296296,1170931347_3
remtime,zero,agg,xgb,3,19.604778,10.617164351851851,117667027_3
remtime,zero,agg,xgb,3,12.587818,12.834895833333333,1179073626_3
remtime,zero,agg,xgb,3,9.157241,8.055208333333333,1181289999_3
remtime,zero,agg,xgb,3,13.956363,8.845254629629629,1191708035_3
remtime,zero,agg,xgb,3,15.789104,12.988958333333333,1191906778_3
remtime,zero,agg,xgb,3,16.017162,6.72318287037037,1194598473_3
remtime,zero,agg,xgb,3,16.078865,7.5526273148148135,1204431926_3
remtime,zero,agg,xgb,3,17.613298,9.861030092592593,1206779440_3
remtime,zero,agg,xgb,3,15.400842,10.043692129629632,1212433332_3
remtime,zero,agg,xgb,3,15.240662,5.097083333333333,1219509855_3
remtime,zero,agg,xgb,3,12.876903,4.672638888888889,1226041324_3
remtime,zero,agg,xgb,3,21.823038,15.831319444444444,1248765312_3
remtime,zero,agg,xgb,3,14.673399,6.7155092592592585,125718857_3
remtime,zero,agg,xgb,3,15.330296,7.8985416666666675,1266010499_3
remtime,zero,agg,xgb,3,15.487802,20.095335648148147,1270175388_3
remtime,zero,agg,xgb,3,15.562094,8.253020833333334,12716824_3
remtime,zero,agg,xgb,3,15.035907,6.987638888888888,1278282603_3
remtime,zero,agg,xgb,3,17.09934,12.344363425925925,1292203372_3
remtime,zero,agg,xgb,3,13.604728,18.313553240740738,1344840884_3
remtime,zero,agg,xgb,3,20.379103,9.962013888888887,1347888391_3
remtime,zero,agg,xgb,3,13.414273,1.1827777777777777,1357696952_3
remtime,zero,agg,xgb,3,14.547153,11.969895833333334,1359639481_3
remtime,zero,agg,xgb,3,11.815257,0.9919328703703704,1359982228_3
remtime,zero,agg,xgb,3,15.409253,8.231585648148148,1361510669_3
remtime,zero,agg,xgb,3,15.286638,4.848576388888889,1395028182_3
remtime,zero,agg,xgb,3,15.774747,2.356122685185185,1403714641_3
remtime,zero,agg,xgb,3,12.099837,19.87255787037037,1429834706_3
remtime,zero,agg,xgb,3,19.804844,6.643206018518517,1439034221_3
remtime,zero,agg,xgb,3,14.50801,13.352962962962964,1445301194_3
remtime,zero,agg,xgb,3,16.368711,7.563148148148147,1452593339_3
remtime,zero,agg,xgb,3,18.50478,8.165011574074073,1459684566_3
remtime,zero,agg,xgb,3,16.89543,16.734224537037033,1470819740_3
remtime,zero,agg,xgb,3,15.257799,13.068495370370373,1495187612_3
remtime,zero,agg,xgb,3,15.059531,6.945127314814815,1506673860_3
remtime,zero,agg,xgb,3,19.315804,7.13519675925926,1509724255_3
remtime,zero,agg,xgb,3,13.973787,13.990196759259259,1518842217_3
remtime,zero,agg,xgb,3,15.285417,23.560254629629632,1531372937_3
remtime,zero,agg,xgb,3,16.639866,14.452789351851852,1534175598_3
remtime,zero,agg,xgb,3,18.970194,4.935787037037037,1541826188_3
remtime,zero,agg,xgb,3,15.337438,11.005034722222224,1568090978_3
remtime,zero,agg,xgb,3,14.77119,6.913113425925926,1589624760_3
remtime,zero,agg,xgb,3,12.942409,10.967627314814816,1589946896_3
remtime,zero,agg,xgb,3,15.080673,4.797916666666667,1605593231_3
remtime,zero,agg,xgb,3,13.320483,1.1792245370370371,1612557107_3
remtime,zero,agg,xgb,3,16.791874,4.8792939814814815,1623607293_3
remtime,zero,agg,xgb,3,10.783606,2.9976736111111117,1627432412_3
remtime,zero,agg,xgb,3,14.061692,8.921585648148149,1630475769_3
remtime,zero,agg,xgb,3,13.2203045,3.683148148148148,1636659317_3
remtime,zero,agg,xgb,3,16.3676,13.888402777777774,1638379755_3
remtime,zero,agg,xgb,3,16.17885,7.039780092592593,1641972620_3
remtime,zero,agg,xgb,3,19.21694,3.9469907407407407,1659255564_3
remtime,zero,agg,xgb,3,16.134789,5.6209953703703714,1661566238_3
remtime,zero,agg,xgb,3,15.425253,1.106238425925926,1661574532_3
remtime,zero,agg,xgb,3,19.299736,8.090034722222223,1664621088_3
remtime,zero,agg,xgb,3,13.615467,1.3061574074074074,1670768029_3
remtime,zero,agg,xgb,3,15.763895,9.926226851851853,167825309_3
remtime,zero,agg,xgb,3,12.954814,6.624074074074074,1679215860_3
remtime,zero,agg,xgb,3,14.841352,4.310671296296296,1703969285_3
remtime,zero,agg,xgb,3,14.727211,5.881053240740742,1716698141_3
remtime,zero,agg,xgb,3,13.852838,23.737361111111113,1727581145_3
remtime,zero,agg,xgb,3,15.418622,4.888969907407407,1761486530_3
remtime,zero,agg,xgb,3,15.842887,23.104421296296294,1777454448_3
remtime,zero,agg,xgb,3,11.270472,6.955127314814815,1780482603_3
remtime,zero,agg,xgb,3,15.358205,4.943310185185185,1804015364_3
remtime,zero,agg,xgb,3,13.094869,8.02545138888889,1813196768_3
remtime,zero,agg,xgb,3,16.879713,8.061342592592592,1822579002_3
remtime,zero,agg,xgb,3,15.330296,0.7885532407407407,183528099_3
remtime,zero,agg,xgb,3,19.064604,6.958576388888888,1837232546_3
remtime,zero,agg,xgb,3,15.281087,7.986157407407408,1851874120_3
remtime,zero,agg,xgb,3,16.509678,4.891400462962963,1857316370_3
remtime,zero,agg,xgb,3,13.392902,1.4261805555555556,1869129677_3
remtime,zero,agg,xgb,3,17.066935,17.73028935185185,1882563257_3
remtime,zero,agg,xgb,3,13.640848,8.717152777777779,1885602665_3
remtime,zero,agg,xgb,3,15.794134,17.1846875,1902601657_3
remtime,zero,agg,xgb,3,14.506992,8.010092592592592,1905561540_3
remtime,zero,agg,xgb,3,12.439067,7.258576388888889,1908235422_3
remtime,zero,agg,xgb,3,19.338615,6.7896527777777775,191922766_3
remtime,zero,agg,xgb,3,24.453056,4.776944444444443,1949069602_3
remtime,zero,agg,xgb,3,15.944068,21.720046296296296,1954046396_3
remtime,zero,agg,xgb,3,15.257799,6.232476851851853,1958282351_3
remtime,zero,agg,xgb,3,17.526575,6.871354166666666,1962542067_3
remtime,zero,agg,xgb,3,14.265624,0.9967361111111112,1962983064_3
remtime,zero,agg,xgb,3,18.375654,4.130729166666667,1965849532_3
remtime,zero,agg,xgb,3,17.661238,19.982152777777774,1972029705_3
remtime,zero,agg,xgb,3,19.87785,19.321030092592594,199184776_3
remtime,zero,agg,xgb,3,12.763256,7.818229166666668,1995092888_3
remtime,zero,agg,xgb,3,15.074903,9.672534722222222,1998480538_3
remtime,zero,agg,xgb,3,12.115901,6.832280092592592,2009274259_3
remtime,zero,agg,xgb,3,17.167253,16.665914351851853,2019122599_3
remtime,zero,agg,xgb,3,13.664424,2.143113425925926,2062813997_3
remtime,zero,agg,xgb,3,15.36262,14.053125,2085455067_3
remtime,zero,agg,xgb,3,14.322323,6.823773148148147,2087521978_3
remtime,zero,agg,xgb,3,19.108269,9.969027777777775,2089218629_3
remtime,zero,agg,xgb,3,14.97629,8.681111111111111,2111055752_3
remtime,zero,agg,xgb,3,16.356031,6.929664351851852,2139497576_3
remtime,zero,agg,xgb,3,19.296103,17.905636574074077,265449268_3
remtime,zero,agg,xgb,3,14.840954,9.824293981481484,268903185_3
remtime,zero,agg,xgb,3,14.501438,7.531504629629628,270623019_3
remtime,zero,agg,xgb,3,16.41661,11.230243055555556,285811325_3
remtime,zero,agg,xgb,3,15.398967,18.99533564814815,28960323_3
remtime,zero,agg,xgb,3,15.8221,5.752881944444446,352224008_3
remtime,zero,agg,xgb,3,12.303806,8.070474537037038,353397724_3
remtime,zero,agg,xgb,3,15.611518,7.364050925925926,355591291_3
remtime,zero,agg,xgb,3,12.112615,11.10050925925926,362437843_3
remtime,zero,agg,xgb,3,14.208681,9.914629629629632,381274116_3
remtime,zero,agg,xgb,3,17.104708,3.917337962962963,392859662_3
remtime,zero,agg,xgb,3,14.592553,8.585324074074075,405637316_3
remtime,zero,agg,xgb,3,15.245178,7.734293981481482,417332815_3
remtime,zero,agg,xgb,3,18.585613,6.8340625,424363323_3
remtime,zero,agg,xgb,3,12.994148,8.741284722222222,432789106_3
remtime,zero,agg,xgb,3,16.166063,1.967476851851852,440790291_3
remtime,zero,agg,xgb,3,15.794142,9.887060185185183,463617637_3
remtime,zero,agg,xgb,3,11.267576,8.116944444444442,471904357_3
remtime,zero,agg,xgb,3,18.202147,11.998425925925925,486324246_3
remtime,zero,agg,xgb,3,18.234282,6.137604166666668,511603944_3
remtime,zero,agg,xgb,3,15.507845,2.903240740740741,515232769_3
remtime,zero,agg,xgb,3,26.398666,3.0066087962962964,539113630_3
remtime,zero,agg,xgb,3,15.185083,3.746435185185186,576893560_3
remtime,zero,agg,xgb,3,19.451517,7.002025462962963,581256241_3
remtime,zero,agg,xgb,3,15.322737,7.913449074074074,630653306_3
remtime,zero,agg,xgb,3,14.596846,3.8626388888888887,630861561_3
remtime,zero,agg,xgb,3,13.93825,5.998819444444443,639055240_3
remtime,zero,agg,xgb,3,15.636161,9.30991898148148,63932076_3
remtime,zero,agg,xgb,3,16.572596,6.013518518518517,639333261_3
remtime,zero,agg,xgb,3,14.16161,10.002060185185183,676837330_3
remtime,zero,agg,xgb,3,14.973495,7.925,701552965_3
remtime,zero,agg,xgb,3,14.308392,6.985555555555557,726080078_3
remtime,zero,agg,xgb,3,14.680545,2.7933101851851854,731053814_3
remtime,zero,agg,xgb,3,15.845258,10.404201388888891,798973991_3
remtime,zero,agg,xgb,3,12.61765,1.2076504629629627,799038872_3
remtime,zero,agg,xgb,3,14.015031,3.915393518518519,799781255_3
remtime,zero,agg,xgb,3,11.617892,3.92412037037037,802643457_3
remtime,zero,agg,xgb,3,14.482497,10.06630787037037,8039711_3
remtime,zero,agg,xgb,3,13.42607,11.567743055555557,807788459_3
remtime,zero,agg,xgb,3,12.491412,8.894282407407408,81121528_3
remtime,zero,agg,xgb,3,14.290858,7.092280092592592,820279576_3
remtime,zero,agg,xgb,3,15.232156,3.04900462962963,822441404_3
remtime,zero,agg,xgb,3,15.52405,7.059398148148147,830859051_3
remtime,zero,agg,xgb,3,17.728456,12.234421296296293,84921509_3
remtime,zero,agg,xgb,3,16.368711,5.850034722222222,863470764_3
remtime,zero,agg,xgb,3,15.739796,9.953912037037037,876478835_3
remtime,zero,agg,xgb,3,15.451153,4.088090277777779,896367681_3
remtime,zero,agg,xgb,3,15.682067,6.819143518518517,898181445_3
remtime,zero,agg,xgb,3,17.449451,14.906400462962965,936392619_3
remtime,zero,agg,xgb,4,15.103247,6.20775462962963,1010390571_4
remtime,zero,agg,xgb,4,14.250527,13.974837962962965,1017644369_4
remtime,zero,agg,xgb,4,14.22768,6.942939814814816,1019849833_4
remtime,zero,agg,xgb,4,20.35356,5.044085648148148,102041449_4
remtime,zero,agg,xgb,4,14.361824,10.796550925925924,1023366085_4
remtime,zero,agg,xgb,4,15.870438,7.344050925925926,1036492833_4
remtime,zero,agg,xgb,4,13.952633,3.026736111111111,1043190619_4
remtime,zero,agg,xgb,4,14.789908,5.879861111111111,1047194763_4
remtime,zero,agg,xgb,4,18.889494,1.3176851851851852,1068144226_4
remtime,zero,agg,xgb,4,16.795706,4.433101851851851,109999371_4
remtime,zero,agg,xgb,4,15.750114,4.014293981481481,1102768033_4
remtime,zero,agg,xgb,4,13.665786,0.08738425925925926,1107169322_4
remtime,zero,agg,xgb,4,15.457217,6.831226851851853,1124966685_4
remtime,zero,agg,xgb,4,16.828379,7.920729166666668,1130289017_4
remtime,zero,agg,xgb,4,15.65321,10.119293981481484,1140236377_4
remtime,zero,agg,xgb,4,11.670658,7.271435185185185,115875432_4
remtime,zero,agg,xgb,4,15.173128,13.646875,1161266589_4
remtime,zero,agg,xgb,4,13.2465925,1.9282986111111111,1164895484_4
remtime,zero,agg,xgb,4,15.601635,3.784039351851852,1170931347_4
remtime,zero,agg,xgb,4,18.983067,10.617164351851851,117667027_4
remtime,zero,agg,xgb,4,9.96035,12.020833333333336,1179073626_4
remtime,zero,agg,xgb,4,9.10187,8.054652777777777,1181289999_4
remtime,zero,agg,xgb,4,13.734116,8.844166666666666,1191708035_4
remtime,zero,agg,xgb,4,15.647219,12.988032407407408,1191906778_4
remtime,zero,agg,xgb,4,19.176455,6.264189814814816,1194598473_4
remtime,zero,agg,xgb,4,14.963242,6.827314814814816,1204431926_4
remtime,zero,agg,xgb,4,17.009914,9.851354166666667,1206779440_4
remtime,zero,agg,xgb,4,14.205449,8.178263888888889,1212433332_4
remtime,zero,agg,xgb,4,17.510323,4.114618055555557,1219509855_4
remtime,zero,agg,xgb,4,12.656639,4.672638888888889,1226041324_4
remtime,zero,agg,xgb,4,21.52494,15.829675925925924,1248765312_4
remtime,zero,agg,xgb,4,14.730559,6.711388888888888,125718857_4
remtime,zero,agg,xgb,4,13.959581,7.099594907407408,1266010499_4
remtime,zero,agg,xgb,4,15.205932,16.736539351851853,1270175388_4
remtime,zero,agg,xgb,4,15.450563,7.2371875,12716824_4
remtime,zero,agg,xgb,4,14.80955,6.985601851851853,1278282603_4
remtime,zero,agg,xgb,4,15.931966,12.200625,1292203372_4
remtime,zero,agg,xgb,4,13.344042,18.313553240740738,1344840884_4
remtime,zero,agg,xgb,4,19.929676,9.958333333333334,1347888391_4
remtime,zero,agg,xgb,4,13.136791,1.179988425925926,1357696952_4
remtime,zero,agg,xgb,4,14.582203,11.96880787037037,1359639481_4
remtime,zero,agg,xgb,4,11.575557,0.9912847222222222,1359982228_4
remtime,zero,agg,xgb,4,15.147752,8.231585648148148,1361510669_4
remtime,zero,agg,xgb,4,13.78281,3.868703703703704,1395028182_4
remtime,zero,agg,xgb,4,13.453205,1.4235879629629629,1403714641_4
remtime,zero,agg,xgb,4,10.910759,18.18625,1429834706_4
remtime,zero,agg,xgb,4,19.450111,6.643206018518517,1439034221_4
remtime,zero,agg,xgb,4,17.705112,12.984513888888891,1445301194_4
remtime,zero,agg,xgb,4,19.447233,7.0380208333333325,1452593339_4
remtime,zero,agg,xgb,4,18.252794,7.142418981481482,1459684566_4
remtime,zero,agg,xgb,4,16.483665,16.734224537037033,1470819740_4
remtime,zero,agg,xgb,4,14.994781,12.002708333333333,1495187612_4
remtime,zero,agg,xgb,4,14.633302,6.943368055555554,1506673860_4
remtime,zero,agg,xgb,4,19.223839,7.13244212962963,1509724255_4
remtime,zero,agg,xgb,4,12.044373,12.821041666666664,1518842217_4
remtime,zero,agg,xgb,4,17.721918,23.03314814814815,1531372937_4
remtime,zero,agg,xgb,4,17.06678,11.699409722222226,1534175598_4
remtime,zero,agg,xgb,4,18.961771,4.935,1541826188_4
remtime,zero,agg,xgb,4,15.218961,11.004074074074076,1568090978_4
remtime,zero,agg,xgb,4,14.54687,6.910150462962962,1589624760_4
remtime,zero,agg,xgb,4,12.311427,9.896111111111109,1589946896_4
remtime,zero,agg,xgb,4,14.780384,4.794212962962963,1605593231_4
remtime,zero,agg,xgb,4,12.441334,1.1215162037037036,1612557107_4
remtime,zero,agg,xgb,4,15.918049,3.071828703703704,1623607293_4
