Case ID,Activity,Resource,Complete Timestamp,Variant index,ApplicationType,LoanGoal,label,Action,EventOrigin,FirstWithdrawalAmount,NumberOfTerms,OfferedAmount,duration,event_nr,remtime
1009850069,O_Created,other,2016/10/13 18:15:44,26,New credit,Existing loan takeover,False,statechange,Offer,3500.0,127.0,20000.0,1.2577160532407406e-07,6,11.07337962962963
1009850069,O_Sent_(mail_and_online),other,2016/10/13 18:16:32,26,New credit,Existing loan takeover,False,statechange,Offer,3500.0,127.0,20000.0,9.256944444444443e-06,7,11.072824074074074
1009850069,W_Complete_application,other,2016/10/13 18:16:32,26,New credit,Existing loan takeover,False,Deleted,Workflow,3500.0,127.0,20000.0,4.050925925925926e-09,8,11.072824074074074
1009850069,A_Complete,other,2016/10/13 18:16:32,26,New credit,Existing loan takeover,False,statechange,Application,3500.0,127.0,20000.0,3.858024691358021e-10,9,11.072824074074074
1009850069,O_Create_Offer,other,2016/10/17 20:48:04,26,New credit,Existing loan takeover,False,Created,Offer,4182.71,120.0,20000.0,0.06842061284722221,10,6.967592592592593
1009850069,O_Created,other,2016/10/17 20:48:05,26,New credit,Existing loan takeover,False,statechange,Offer,4182.71,120.0,20000.0,9.510030902777778e-08,11,6.967581018518518
1009850069,O_Sent_(mail_and_online),other,2016/10/17 20:48:15,26,New credit,Existing loan takeover,False,statechange,Offer,4182.71,120.0,20000.0,1.9650848761574073e-06,12,6.9674652777777775
1009850069,A_Validating,User_123,2016/10/21 21:43:59,26,New credit,Existing loan takeover,False,statechange,Application,4182.71,120.0,20000.0,1.5547839467592592e-07,13,2.9287615740740742
1009850069,O_Returned,User_123,2016/10/21 21:44:24,26,New credit,Existing loan takeover,False,statechange,Offer,4182.71,120.0,20000.0,4.774691357638889e-06,14,2.928472222222222
1009850069,O_Accepted,other,2016/10/24 20:01:24,26,New credit,Existing loan takeover,False,statechange,Offer,4182.71,120.0,20000.0,0.04880788040123495,15,0.0
1009850069,A_Pending,other,2016/10/24 20:01:24,26,New credit,Existing loan takeover,False,statechange,Application,4182.71,120.0,20000.0,5.787037037037037e-10,16,0.0
1009850069,O_Cancelled,other,2016/10/24 20:01:24,26,New credit,Existing loan takeover,False,statechange,Offer,4182.71,120.0,20000.0,2.8935185185185185e-09,17,0.0
1010390571,A_Create_Application,User_1,2016/12/09 02:33:55,12,New credit,Car,True,Created,Application,5000.0,60.0,5000.0,0.0,1,7.938645833333333
1010390571,A_Submitted,User_1,2016/12/09 02:33:56,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,2.0833333333333336e-07,2,7.938634259259259
1010390571,A_Concept,User_1,2016/12/09 02:34:45,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,9.309413579861112e-06,3,7.93806712962963
1010390571,A_Accepted,other,2016/12/10 20:06:24,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,0.02883852816357986,4,6.20775462962963
1010390571,O_Create_Offer,other,2016/12/10 20:08:36,12,New credit,Car,True,Created,Offer,5000.0,60.0,5000.0,2.5591435185185186e-05,5,6.206226851851852
1010390571,O_Created,other,2016/12/10 20:08:37,12,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,9.471450578703704e-08,6,6.206215277777778
1010390571,O_Sent_(mail_and_online),User_49,2016/12/12 22:56:02,12,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,0.035270978587962964,7,4.089953703703704
1010390571,W_Complete_application,User_49,2016/12/12 22:56:02,12,New credit,Car,True,Deleted,Workflow,5000.0,60.0,5000.0,2.507716435185185e-09,8,4.089953703703704
1010390571,A_Complete,User_49,2016/12/12 22:56:02,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,3.858024691358021e-10,9,4.089953703703704
1010390571,A_Validating,other,2016/12/16 21:59:22,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,0.06601097202932059,10,0.12930555555555556
1010390571,O_Returned,other,2016/12/16 21:59:27,12,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,9.500385798611111e-07,11,0.12924768518518517
1010390571,A_Denied,other,2016/12/17 01:05:34,12,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,0.0021539834104942128,12,0.0
1010390571,O_Refused,other,2016/12/17 01:05:34,12,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,5.594135416666667e-09,13,0.0
1010390571,W_Validate_application,other,2016/12/17 01:05:34,12,New credit,Car,True,Deleted,Workflow,5000.0,60.0,5000.0,2.1219131944444444e-09,14,0.0
1012862839,A_Create_Application,User_1,2016/10/19 00:28:59,18,New credit,other,True,Created,Application,5000.0,120.0,5000.0,0.0,1,7.974004629629629
1012862839,A_Submitted,User_1,2016/10/19 00:28:59,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,1.4409722222222222e-07,2,7.974004629629629
1012862839,W_Handle_leads,other,2016/10/19 00:36:40,18,New credit,other,True,Deleted,Workflow,5000.0,120.0,5000.0,8.888715277777778e-05,3,7.968668981481481
1012862839,A_Concept,other,2016/10/19 00:36:40,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,3.858024691358021e-10,4,7.968668981481481
1012862839,A_Accepted,other,2016/10/19 00:42:57,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,7.269849537037038e-05,5,7.964305555555556
1012862839,O_Create_Offer,other,2016/10/19 00:45:41,18,New credit,other,True,Created,Offer,5000.0,120.0,5000.0,3.172164351851852e-05,6,7.962407407407407
1012862839,O_Created,other,2016/10/19 00:45:42,18,New credit,other,True,statechange,Offer,5000.0,120.0,5000.0,1.4699074074074075e-07,7,7.962395833333333
1012862839,O_Sent_(mail_and_online),other,2016/10/19 00:46:32,18,New credit,other,True,statechange,Offer,5000.0,120.0,5000.0,9.583912037037037e-06,8,7.96181712962963
1012862839,A_Complete,other,2016/10/19 00:46:32,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,3.858024691358021e-10,9,7.96181712962963
1012862839,A_Validating,other,2016/10/26 19:17:12,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,0.12952158043981482,10,0.19052083333333333
1012862839,O_Returned,other,2016/10/26 19:17:45,18,New credit,other,True,statechange,Offer,5000.0,120.0,5000.0,6.368634259259259e-06,11,0.19013888888888889
1012862839,A_Denied,other,2016/10/26 23:51:33,18,New credit,other,True,statechange,Application,5000.0,120.0,5000.0,0.003168943287037037,12,0.0
1012862839,O_Refused,other,2016/10/26 23:51:33,18,New credit,other,True,statechange,Offer,5000.0,120.0,5000.0,5.787037037037037e-09,13,0.0
1012862839,W_Validate_application,other,2016/10/26 23:51:33,18,New credit,other,True,Deleted,Workflow,5000.0,120.0,5000.0,1.9290127314814814e-09,14,0.0
1017644369,A_Create_Application,User_1,2016/12/05 22:26:29,1,New credit,Home improvement,False,Created,Application,10000.0,60.0,10000.0,0.0,1,16.104247685185186
1017644369,A_Submitted,User_1,2016/12/05 22:26:30,1,New credit,Home improvement,False,statechange,Application,10000.0,60.0,10000.0,2.2588734606481483e-07,2,16.10423611111111
1017644369,A_Concept,User_1,2016/12/05 22:27:29,1,New credit,Home improvement,False,statechange,Application,10000.0,60.0,10000.0,1.1333912037037037e-05,3,16.10355324074074
1017644369,A_Accepted,other,2016/12/08 01:32:50,1,New credit,Home improvement,False,statechange,Application,10000.0,60.0,10000.0,0.020488424189814815,4,13.974837962962964
1017644369,O_Create_Offer,other,2016/12/08 01:35:09,1,New credit,Home improvement,False,Created,Offer,10000.0,60.0,10000.0,2.6758487653935188e-05,5,13.973229166666666
1017644369,O_Created,other,2016/12/08 01:35:10,1,New credit,Home improvement,False,statechange,Offer,10000.0,60.0,10000.0,1.5547839467592592e-07,6,13.973217592592592
1017644369,O_Sent_(mail_and_online),other,2016/12/08 01:35:18,1,New credit,Home improvement,False,statechange,Offer,10000.0,60.0,10000.0,1.4812885798611111e-06,7,13.973125
1017644369,A_Complete,other,2016/12/08 01:35:18,1,New credit,Home improvement,False,statechange,Application,10000.0,60.0,10000.0,5.787037037037037e-10,8,13.973125
1017644369,A_Cancelled,User_5,2016/12/22 00:56:36,1,New credit,Home improvement,False,statechange,Application,10000.0,60.0,10000.0,0.23288549016203702,9,0.0
1017644369,O_Cancelled,User_5,2016/12/22 00:56:36,1,New credit,Home improvement,False,statechange,Offer,10000.0,60.0,10000.0,4.6296296296296295e-09,10,0.0
1019849833,A_Create_Application,User_1,2016/11/23 03:17:23,9,New credit,Car,False,Created,Application,10000.0,78.0,10000.0,0.0,1,9.839768518518518
1019849833,A_Submitted,User_1,2016/11/23 03:17:24,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,2.1045524652777777e-07,2,9.839756944444444
1019849833,A_Concept,User_1,2016/11/23 03:18:28,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,1.2398341049768519e-05,3,9.839016203703704
1019849833,A_Accepted,other,2016/11/26 00:48:49,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,0.04646072337962963,4,6.942939814814815
1019849833,O_Create_Offer,other,2016/11/26 00:50:56,9,New credit,Car,False,Created,Offer,10000.0,78.0,10000.0,2.448630401273148e-05,5,6.9414699074074075
1019849833,O_Created,other,2016/11/26 00:50:57,9,New credit,Car,False,statechange,Offer,10000.0,78.0,10000.0,1.0281635763888888e-07,6,6.941458333333333
1019849833,O_Sent_(mail_and_online),other,2016/11/26 00:52:50,9,New credit,Car,False,statechange,Offer,10000.0,78.0,10000.0,2.177816357986111e-05,7,6.940150462962963
1019849833,A_Complete,other,2016/11/26 00:52:50,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,3.858024691358021e-10,8,6.940150462962963
1019849833,A_Validating,User_123,2016/12/02 01:47:23,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,0.10063145254629631,9,0.9022685185185185
1019849833,O_Returned,User_123,2016/12/02 01:47:32,9,New credit,Car,False,statechange,Offer,10000.0,78.0,10000.0,1.77044753125e-06,10,0.9021643518518518
1019849833,A_Denied,other,2016/12/02 23:26:39,9,New credit,Car,False,statechange,Application,10000.0,78.0,10000.0,0.015036009645061344,11,0.0
1019849833,O_Refused,other,2016/12/02 23:26:39,9,New credit,Car,False,statechange,Offer,10000.0,78.0,10000.0,7.523148148148148e-09,12,0.0
1019849833,W_Validate_application,other,2016/12/02 23:26:39,9,New credit,Car,False,Deleted,Workflow,10000.0,78.0,10000.0,3.6651238425925925e-09,13,0.0
102041449,A_Create_Application,User_1,2016/12/09 06:19:22,1,New credit,Home improvement,False,Created,Application,,60.0,15000.0,0.0,1,5.559525462962963
102041449,A_Submitted,User_1,2016/12/09 06:19:23,1,New credit,Home improvement,False,statechange,Application,,60.0,15000.0,1.9868827199074073e-07,2,5.559513888888889
102041449,A_Concept,User_1,2016/12/09 06:20:29,1,New credit,Home improvement,False,statechange,Application,,60.0,15000.0,1.270794753125e-05,3,5.55875
102041449,A_Accepted,other,2016/12/09 18:41:36,1,New credit,Home improvement,False,statechange,Application,,60.0,15000.0,0.008577609375,4,5.044085648148148
102041449,O_Create_Offer,other,2016/12/09 18:46:38,1,New credit,Home improvement,False,Created,Offer,,60.0,15000.0,5.829282407407408e-05,5,5.040590277777778
102041449,O_Created,other,2016/12/09 18:46:38,1,New credit,Home improvement,False,statechange,Offer,,60.0,15000.0,1.4467592592592592e-07,6,5.040590277777778
102041449,O_Sent_(mail_and_online),other,2016/12/09 18:48:24,1,New credit,Home improvement,False,statechange,Offer,,60.0,15000.0,2.040181327199074e-05,7,5.039363425925926
102041449,A_Complete,other,2016/12/09 18:48:24,1,New credit,Home improvement,False,statechange,Application,,60.0,15000.0,1.9290123456790155e-10,8,5.039363425925926
102041449,A_Cancelled,other,2016/12/14 19:45:05,1,New credit,Home improvement,False,statechange,Application,,60.0,15000.0,0.08398929861111111,9,0.0
102041449,O_Cancelled,other,2016/12/14 19:45:05,1,New credit,Home improvement,False,statechange,Offer,,60.0,15000.0,4.243827546296297e-09,10,0.0
1022084723,A_Create_Application,User_1,2016/10/26 06:09:06,5,New credit,Home improvement,True,Created,Application,10500.0,134.0,10500.0,0.0,1,13.788101851851852
1022084723,A_Submitted,User_1,2016/10/26 06:09:07,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,1.489197534722222e-07,2,13.788090277777778
1022084723,A_Concept,User_1,2016/10/26 06:09:49,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,8.063078703703704e-06,3,13.787604166666666
1022084723,A_Accepted,User_3,2016/10/27 00:21:26,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,0.012634428626542822,4,13.029537037037038
1022084723,O_Create_Offer,User_3,2016/10/27 00:25:55,5,New credit,Home improvement,True,Created,Offer,10500.0,134.0,10500.0,5.1944830246527774e-05,5,13.026423611111111
1022084723,O_Created,User_3,2016/10/27 00:25:55,5,New credit,Home improvement,True,statechange,Offer,10500.0,134.0,10500.0,1.0088734606481482e-07,6,13.026423611111111
1022084723,O_Sent_(mail_and_online),User_3,2016/10/27 00:26:07,5,New credit,Home improvement,True,statechange,Offer,10500.0,134.0,10500.0,2.2957175925925925e-06,7,13.026284722222222
1022084723,W_Complete_application,User_3,2016/10/27 00:26:07,5,New credit,Home improvement,True,Deleted,Workflow,10500.0,134.0,10500.0,2.3148148148148148e-09,8,13.026284722222222
1022084723,A_Complete,User_3,2016/10/27 00:26:07,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,3.858024691358021e-10,9,13.026284722222222
1022084723,A_Validating,User_123,2016/11/04 19:18:31,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,1.3580246875000002e-07,10,4.239895833333334
1022084723,O_Returned,User_123,2016/11/04 19:18:49,5,New credit,Home improvement,True,statechange,Offer,10500.0,134.0,10500.0,3.433063271990741e-06,11,4.2396875
1022084723,A_Denied,other,2016/11/09 01:03:58,5,New credit,Home improvement,True,statechange,Application,10500.0,134.0,10500.0,0.07066142013888889,12,0.0
1022084723,O_Refused,other,2016/11/09 01:03:58,5,New credit,Home improvement,True,statechange,Offer,10500.0,134.0,10500.0,3.858024305555555e-09,13,0.0
1023366085,A_Create_Application,User_1,2016/11/25 05:00:23,4,New credit,Home improvement,True,Created,Application,24675.0,120.0,30000.0,0.0,1,11.642986111111112
1023366085,A_Submitted,User_1,2016/11/25 05:00:24,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,2.173996909722222e-07,2,11.642974537037038
1023366085,A_Concept,User_1,2016/11/25 05:01:29,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,1.2612268518518517e-05,3,11.642222222222221
1023366085,A_Accepted,other,2016/11/26 01:19:15,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,0.014094495949074073,4,10.796550925925926
1023366085,O_Create_Offer,other,2016/11/26 01:23:54,4,New credit,Home improvement,True,Created,Offer,24675.0,120.0,30000.0,5.368711419791667e-05,5,10.793321759259259
1023366085,O_Created,other,2016/11/26 01:23:54,4,New credit,Home improvement,True,statechange,Offer,24675.0,120.0,30000.0,1.09375e-07,6,10.793321759259259
1023366085,O_Sent_(mail_and_online),other,2016/11/26 01:24:06,4,New credit,Home improvement,True,statechange,Offer,24675.0,120.0,30000.0,2.2463348761574074e-06,7,10.793182870370371
1023366085,A_Complete,other,2016/11/26 01:24:06,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,1.9290123456790155e-10,8,10.793182870370371
1023366085,A_Validating,other,2016/12/05 18:55:15,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,1.3252314814814816e-07,9,1.0632175925925926
1023366085,O_Returned,other,2016/12/05 18:55:26,4,New credit,Home improvement,True,statechange,Offer,24675.0,120.0,30000.0,2.032214505787037e-06,10,1.0630902777777778
1023366085,A_Denied,other,2016/12/06 20:26:17,4,New credit,Home improvement,True,statechange,Application,24675.0,120.0,30000.0,0.01771816222993866,11,0.0
1023366085,O_Refused,other,2016/12/06 20:26:17,4,New credit,Home improvement,True,statechange,Offer,24675.0,120.0,30000.0,4.82253125e-09,12,0.0
1025696634,A_Create_Application,User_1,2016/11/18 21:07:00,4,New credit,Home improvement,False,Created,Application,8471.0,120.0,10300.0,0.0,1,13.911990740740741
1025696634,A_Submitted,User_1,2016/11/18 21:07:02,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,2.1971450578703703e-07,2,13.911967592592593
1025696634,A_Concept,User_1,2016/11/18 21:07:31,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,5.722029320601852e-06,3,13.911631944444444
1025696634,A_Accepted,other,2016/11/23 18:32:10,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,0.032637732253086804,4,9.01951388888889
1025696634,O_Create_Offer,other,2016/11/23 18:39:21,4,New credit,Home improvement,False,Created,Offer,8471.0,120.0,10300.0,8.310551697569444e-05,5,9.014525462962963
1025696634,O_Created,other,2016/11/23 18:39:22,4,New credit,Home improvement,False,statechange,Offer,8471.0,120.0,10300.0,1.3676697569444445e-07,6,9.014513888888889
1025696634,O_Sent_(mail_and_online),other,2016/11/23 18:39:49,4,New credit,Home improvement,False,statechange,Offer,8471.0,120.0,10300.0,5.170524690972222e-06,7,9.014201388888889
1025696634,A_Complete,other,2016/11/23 18:39:49,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,1.9290123456790155e-10,8,9.014201388888889
1025696634,A_Validating,other,2016/12/01 00:15:59,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,1.5046296296296297e-07,9,1.7807523148148148
1025696634,O_Returned,other,2016/12/01 00:16:07,4,New credit,Home improvement,False,statechange,Offer,8471.0,120.0,10300.0,1.6419753090277778e-06,10,1.7806597222222222
1025696634,A_Denied,other,2016/12/02 19:00:16,4,New credit,Home improvement,False,statechange,Application,8471.0,120.0,10300.0,0.029677610918209488,11,0.0
1025696634,O_Refused,other,2016/12/02 19:00:16,4,New credit,Home improvement,False,statechange,Offer,8471.0,120.0,10300.0,5.401234953703704e-09,12,0.0
1034123285,A_Create_Application,User_1,2016/11/11 03:19:46,11,New credit,Car,True,Created,Application,5000.0,60.0,5000.0,0.0,1,26.74622685185185
1034123285,A_Submitted,User_1,2016/11/11 03:19:47,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,1.8962191319444444e-07,2,26.74621527777778
1034123285,W_Handle_leads,other,2016/11/11 03:34:20,11,New credit,Car,True,Deleted,Workflow,5000.0,60.0,5000.0,0.00016839660493865743,3,26.73611111111111
1034123285,A_Concept,other,2016/11/11 03:34:20,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,1.7361111111111109e-09,4,26.73611111111111
1034123285,A_Accepted,other,2016/11/12 21:46:56,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,0.029312384066357635,5,24.97736111111111
1034123285,O_Create_Offer,other,2016/11/12 21:52:24,11,New credit,Car,True,Created,Offer,5000.0,60.0,5000.0,6.32662037037037e-05,6,24.973564814814814
1034123285,O_Created,other,2016/11/12 21:52:24,11,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,1.0841049421296296e-07,7,24.973564814814814
1034123285,O_Sent_(mail_and_online),other,2016/11/12 21:55:23,11,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,3.4434220679398145e-05,8,24.971493055555555
1034123285,W_Complete_application,other,2016/11/12 21:55:23,11,New credit,Car,True,Deleted,Workflow,5000.0,60.0,5000.0,2.3148148148148148e-09,9,24.971493055555555
1034123285,A_Complete,other,2016/11/12 21:55:23,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,1.9290123456790155e-10,10,24.971493055555555
1034123285,A_Validating,User_121,2016/12/05 18:42:44,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,1.6261574074074073e-07,11,2.105277777777778
1034123285,O_Returned,User_121,2016/12/05 18:42:47,11,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,5.073302465277778e-07,12,2.1052430555555555
1034123285,A_Denied,other,2016/12/07 21:14:20,11,New credit,Car,True,statechange,Application,5000.0,60.0,5000.0,0.035087383680555556,13,0.0
1034123285,O_Refused,other,2016/12/07 21:14:20,11,New credit,Car,True,statechange,Offer,5000.0,60.0,5000.0,4.050925925925926e-09,14,0.0
1036492833,A_Create_Application,other,2016/11/23 20:00:43,3,New credit,Home improvement,False,Created,Application,25000.0,40.0,25000.0,0.0,1,7.345717592592592
1036492833,A_Concept,other,2016/11/23 20:00:43,3,New credit,Home improvement,False,statechange,Application,25000.0,40.0,25000.0,3.858024305555555e-09,2,7.345717592592592
1036492833,A_Accepted,other,2016/11/23 20:02:25,3,New credit,Home improvement,False,statechange,Application,25000.0,40.0,25000.0,1.9769097222222223e-05,3,7.344537037037037
1036492833,O_Create_Offer,other,2016/11/23 20:03:07,3,New credit,Home improvement,False,Created,Offer,25000.0,40.0,25000.0,8.102044753472222e-06,4,7.344050925925926
1036492833,O_Created,other,2016/11/23 20:03:08,3,New credit,Home improvement,False,statechange,Offer,25000.0,40.0,25000.0,1.437114201388889e-07,5,7.344039351851852
1036492833,O_Sent_(mail_and_online),other,2016/11/23 20:03:26,3,New credit,Home improvement,False,statechange,Offer,25000.0,40.0,25000.0,3.4149305555555555e-06,6,7.343831018518519
1036492833,W_Complete_application,other,2016/11/23 20:03:26,3,New credit,Home improvement,False,Deleted,Workflow,25000.0,40.0,25000.0,2.1219131944444444e-09,7,7.343831018518519
1036492833,A_Complete,other,2016/11/23 20:03:26,3,New credit,Home improvement,False,statechange,Application,25000.0,40.0,25000.0,1.9290123456790155e-10,8,7.343831018518519
1036492833,A_Cancelled,other,2016/12/01 04:18:33,3,New credit,Home improvement,False,statechange,Application,25000.0,40.0,25000.0,0.12239722955246875,9,0.0
1036492833,O_Cancelled,other,2016/12/01 04:18:33,3,New credit,Home improvement,False,statechange,Offer,25000.0,40.0,25000.0,4.050925925925926e-09,10,0.0
104045138,A_Create_Application,User_1,2016/10/04 10:00:33,5,New credit,Extra spending limit,True,Created,Application,5000.0,120.0,5000.0,0.0,1,7.319293981481482
104045138,A_Submitted,User_1,2016/10/04 10:00:34,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,1.4679783912037038e-07,2,7.319282407407408
104045138,A_Concept,User_1,2016/10/04 10:01:50,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,1.4753086420138889e-05,3,7.318402777777778
104045138,A_Accepted,other,2016/10/05 00:29:55,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,0.010047191550925927,4,6.71556712962963
104045138,O_Create_Offer,other,2016/10/05 00:34:21,5,New credit,Extra spending limit,True,Created,Offer,5000.0,120.0,5000.0,5.1375964505787034e-05,5,6.712488425925926
104045138,O_Created,other,2016/10/05 00:34:22,5,New credit,Extra spending limit,True,statechange,Offer,5000.0,120.0,5000.0,1.0185185185185186e-07,6,6.712476851851852
104045138,O_Sent_(mail_and_online),other,2016/10/05 00:36:17,5,New credit,Extra spending limit,True,statechange,Offer,5000.0,120.0,5000.0,2.231288580208333e-05,7,6.711145833333333
104045138,W_Complete_application,other,2016/10/05 00:36:17,5,New credit,Extra spending limit,True,Deleted,Workflow,5000.0,120.0,5000.0,2.1219131944444444e-09,8,6.711145833333333
104045138,A_Complete,other,2016/10/05 00:36:17,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,3.858024691358021e-10,9,6.711145833333333
104045138,A_Validating,other,2016/10/10 19:12:06,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,1.3927469097222224e-07,10,0.9362731481481481
104045138,O_Returned,other,2016/10/10 19:15:37,5,New credit,Extra spending limit,True,statechange,Offer,5000.0,120.0,5000.0,4.0650848765046296e-05,11,0.9338310185185185
104045138,A_Denied,other,2016/10/11 17:40:20,5,New credit,Extra spending limit,True,statechange,Application,5000.0,120.0,5000.0,0.015563816550925924,12,0.0
104045138,O_Refused,other,2016/10/11 17:40:20,5,New credit,Extra spending limit,True,statechange,Offer,5000.0,120.0,5000.0,4.6296296296296295e-09,13,0.0
1043190619,A_Create_Application,User_3,2016/11/28 22:20:32,6,New credit,Car,False,Created,Application,23000.0,120.0,23000.0,0.0,1,3.0300694444444445
