Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430\\complete;560849;False;560821;2010-12-03 19:28:18;0.3;12;4;19;1690302.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380\\complete;560849;False;560821;2010-12-03 19:28:00;0.1;12;4;19;1690320.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370\\complete;560849;EMPTY;560821;2010-12-03 19:27:54;0.0666666666667;12;4;19;1690326.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;09_AH_I_010\\complete;560849;False;560821;2010-12-03 19:27:50;0.2;12;4;19;1690330.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_270\\complete;560849;False;560821;2010-12-03 19:27:38;0.166666666667;12;4;19;1690342.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;other;560849;EMPTY;560821;2010-12-03 19:27:28;0.0;12;4;19;1690352.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_260\\complete;560849;EMPTY;560821;2010-12-03 19:27:28;0.0333333333333;12;4;19;1690352.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_250\\complete;560849;EMPTY;560821;2010-12-03 19:27:26;0.25;12;4;19;1690354.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_205\\complete;560849;EMPTY;560821;2010-12-03 19:27:11;0.0166666666667;12;4;19;1690369.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200\\complete;560849;True;560821;2010-12-03 19:27:10;0.1;12;4;19;1690370.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;other;560849;False;560821;2010-12-03 19:27:04;0.166666666667;12;4;19;1690376.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_130\\complete;560849;False;560821;2010-12-03 19:26:54;0.133333333333;12;4;19;1690386.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120\\complete;560849;EMPTY;560821;2010-12-03 19:26:46;0.15;12;4;19;1690394.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110\\complete;560849;EMPTY;560821;2010-12-03 19:26:37;626.616666667;12;4;19;1690403.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3\\complete;560849;EMPTY;560821;2010-12-03 09:00:00;51900.0;12;4;9;1728000.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560849;EMPTY;560752;2010-10-28 08:00:00;13739.4166667;10;3;8;4842000.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560849;EMPTY;560752;2010-10-18 19:00:35;4980.58333333;10;0;19;5666365.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_2\\complete;560849;EMPTY;560752;2010-10-15 08:00:00;575.333333333;10;4;8;5965200.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1\\complete;560849;EMPTY;560752;2010-10-14 22:24:40;0.05;10;3;22;5999720.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060\\complete;560849;True;560752;2010-10-14 22:24:37;0.133333333333;10;3;22;5999723.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;other;560849;False;560752;2010-10-14 22:24:29;0.0666666666667;10;3;22;5999731.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_050\\complete;560849;True;560752;2010-10-14 22:24:25;0.0666666666667;10;3;22;5999735.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040\\complete;560849;False;560752;2010-10-14 22:24:21;0.0666666666667;10;3;22;5999739.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_020\\complete;560849;True;560752;2010-10-14 22:24:17;0.0833333333333;10;3;22;5999743.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_015\\complete;560849;EMPTY;560752;2010-10-14 22:24:12;2304.2;10;3;22;5999748.0
560849;126.45;4193601;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010\\complete;560849;other;560752;2010-10-13 08:00:00;0.0;10;2;8;6138000.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560852;False;560752;2011-07-22 17:04:16;0.183333333333;7;4;17;0.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560852;EMPTY;560752;2011-07-22 17:04:05;0.0666666666667;7;4;17;11.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_070\\complete;560852;EMPTY;560752;2011-07-22 17:04:05;0.0;7;4;17;11.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560852;False;560752;2011-07-22 17:04:01;0.05;7;4;17;15.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560852;EMPTY;560752;2011-07-22 17:03:58;0.05;7;4;17;18.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560852;EMPTY;560752;2011-07-22 17:03:55;0.0333333333333;7;4;17;21.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560852;False;560752;2011-07-22 17:03:53;0.333333333333;7;4;17;23.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_040\\complete;560852;EMPTY;560752;2011-07-22 17:03:33;0.183333333333;7;4;17;43.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_030_1\\complete;560852;EMPTY;560752;2011-07-22 17:03:22;0.15;7;4;17;54.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560852;True;560752;2011-07-22 17:03:13;385023.216667;7;4;17;63.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560852;EMPTY;560781;2010-10-28 08:00:00;4320.0;10;3;8;23101456.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_030_2\\complete;560852;EMPTY;560752;2010-10-25 08:00:00;0.0;10;0;8;23360656.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_020\\complete;560852;other;560752;2010-10-25 08:00:00;6479.56666667;10;0;8;23360656.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_050\\complete;560852;EMPTY;560752;2010-10-25 08:00:00;0.0;10;0;8;23360656.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560852;EMPTY;560781;2010-10-20 20:00:26;13.1;10;2;20;23749430.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560781;EMPTY;560781;2010-10-20 19:47:20;8.98333333333;10;2;19;23750216.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560781;True;560781;2010-10-20 19:38:21;0.383333333333;10;2;19;23750755.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560781;False;560781;2010-10-20 19:37:58;0.1;10;2;19;23750778.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560781;True;560781;2010-10-20 19:37:52;0.116666666667;10;2;19;23750784.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560781;False;560781;2010-10-20 19:37:45;3.05;10;2;19;23750791.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560781;EMPTY;560781;2010-10-20 19:34:42;2.85;10;2;19;23750974.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560781;False;560781;2010-10-20 19:31:51;0.133333333333;10;2;19;23751145.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560852;EMPTY;560781;2010-10-20 19:31:43;691.716666667;10;2;19;23751153.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560781;EMPTY;560781;2010-10-20 08:00:00;0.0;10;2;8;23792656.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560852;EMPTY;560781;2010-10-20 08:00:00;2880.0;10;2;8;23792656.0
560852;0.0;4241127;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560781;other;560781;2010-10-18 08:00:00;0.0;10;0;8;23965456.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560812;EMPTY;560752;2010-12-08 09:00:00;730.483333333;12;2;9;0.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560812;EMPTY;560752;2010-12-07 20:49:31;0.2;12;1;20;43829.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560812;EMPTY;560752;2010-12-07 20:49:19;0.05;12;1;20;43841.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500\\complete;560812;42;560752;2010-12-07 20:49:16;0.516666666667;12;1;20;43844.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560812;EMPTY;560752;2010-12-07 20:48:45;0.05;12;1;20;43875.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560812;EMPTY;560752;2010-12-07 20:48:42;0.0;12;1;20;43878.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560812;False;560752;2010-12-07 20:48:42;0.05;12;1;20;43878.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560812;False;560752;2010-12-07 20:48:39;0.0666666666667;12;1;20;43881.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560812;False;560752;2010-12-07 20:48:35;0.0833333333333;12;1;20;43885.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560812;False;560752;2010-12-07 20:48:30;0.0666666666667;12;1;20;43890.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560812;EMPTY;560752;2010-12-07 20:48:26;0.0333333333333;12;1;20;43894.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560812;EMPTY;560752;2010-12-07 20:48:26;0.0;12;1;20;43894.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010\\complete;560812;False;560752;2010-12-07 20:48:24;0.0833333333333;12;1;20;43896.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560812;EMPTY;560752;2010-12-07 20:48:19;0.05;12;1;20;43901.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560812;EMPTY;560752;2010-12-07 20:48:16;0.05;12;1;20;43904.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010\\complete;560812;False;560752;2010-12-07 20:48:13;0.0833333333333;12;1;20;43907.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010\\complete;560812;False;560752;2010-12-07 20:48:08;0.1;12;1;20;43912.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560812;True;560752;2010-12-07 20:48:02;0.1;12;1;20;43918.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560812;False;560752;2010-12-07 20:47:56;0.0666666666667;12;1;20;43924.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560812;EMPTY;560752;2010-12-07 20:47:52;0.0166666666667;12;1;20;43928.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560812;True;560752;2010-12-07 20:47:51;0.466666666667;12;1;20;43929.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560812;EMPTY;560752;2010-12-07 20:47:23;0.0666666666667;12;1;20;43957.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560812;True;560752;2010-12-07 20:47:19;0.0833333333333;12;1;20;43961.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560812;False;560752;2010-12-07 20:47:14;0.1;12;1;20;43966.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560812;EMPTY;560752;2010-12-07 20:47:08;0.0166666666667;12;1;20;43972.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560812;EMPTY;560752;2010-12-07 20:47:07;1.26666666667;12;1;20;43973.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560812;EMPTY;560752;2010-12-07 20:45:51;2.65;12;1;20;44049.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560812;EMPTY;560752;2010-12-07 20:43:12;0.3;12;1;20;44208.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560812;True;560752;2010-12-07 20:42:54;0.0666666666667;12;1;20;44226.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560812;False;560752;2010-12-07 20:42:50;1.16666666667;12;1;20;44230.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560812;EMPTY;560752;2010-12-07 20:41:40;0.05;12;1;20;44300.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560812;False;560752;2010-12-07 20:41:37;0.1;12;1;20;44303.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560812;EMPTY;560752;2010-12-07 20:41:31;12221.5166667;12;1;20;44309.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;0.0;11;0;9;777600.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;0.0;11;0;9;777600.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;46140.0;11;0;9;777600.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560812;EMPTY;560752;2010-10-28 08:00:00;10080.0;10;3;8;3546000.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560812;EMPTY;560752;2010-10-21 08:00:00;0.0;10;3;8;4150800.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560812;EMPTY;560752;2010-10-21 08:00:00;2880.0;10;3;8;4150800.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560812;EMPTY;560752;2010-10-19 08:00:00;0.0;10;1;8;4323600.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_800\\complete;1550894;EMPTY;1550894;2011-06-29 16:56:35;0.566666666667;6;2;16;0.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_770\\complete;1550894;EMPTY;1550894;2011-06-29 16:56:01;214384.366667;6;2;16;34.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;1550894;False;560752;2011-01-31 19:51:39;0.45;1;0;19;12863096.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;1550894;EMPTY;560752;2011-01-31 19:51:12;27.65;1;0;19;12863123.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;1550894;EMPTY;560752;2011-01-31 19:23:33;36623.55;1;0;19;12864782.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;1550894;EMPTY;560752;2011-01-06 09:00:00;28800.0;1;3;9;15062195.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;1550894;EMPTY;560752;2010-12-17 09:00:00;698.433333333;12;4;9;16790195.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500\\complete;1550894;42;560781;2010-12-16 21:21:34;0.85;12;3;21;16832101.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;1550894;EMPTY;560781;2010-12-16 21:20:43;0.466666666667;12;3;21;16832152.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;1550894;EMPTY;560781;2010-12-16 21:20:15;0.0666666666667;12;3;21;16832180.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;1550894;False;560781;2010-12-16 21:20:11;740.183333333;12;3;21;16832184.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;1550894;EMPTY;560781;2010-12-16 09:00:00;48130.1833333;12;3;9;16876595.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;1550894;False;1550894;2010-11-12 22:49:49;0.233333333333;11;4;22;19764406.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;1550894;False;1550894;2010-11-12 22:49:35;0.466666666667;11;4;22;19764420.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;1550894;False;1550894;2010-11-12 22:49:07;0.233333333333;11;4;22;19764448.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;1550894;EMPTY;1550894;2010-11-12 22:48:53;0.05;11;4;22;19764462.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;1550894;False;1550894;2010-11-12 22:48:50;0.216666666667;11;4;22;19764465.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;1550894;False;1550894;2010-11-12 22:48:37;0.116666666667;11;4;22;19764478.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;1550894;EMPTY;1550894;2010-11-12 22:48:30;0.0333333333333;11;4;22;19764485.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;1550894;EMPTY;1550894;2010-11-12 22:48:28;9960.46666667;11;4;22;19764487.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;1550894;EMPTY;1550894;2010-11-06 00:48:00;359.233333333;11;5;0;20362115.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;1550894;EMPTY;1550894;2010-11-05 18:48:46;0.0;11;4;18;20383669.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;1550894;True;1550894;2010-11-05 18:48:46;0.116666666667;11;4;18;20383669.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;1550894;False;1550894;2010-11-05 18:48:39;0.316666666667;11;4;18;20383676.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;1550894;False;1550894;2010-11-05 18:48:20;0.0833333333333;11;4;18;20383695.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;1550894;EMPTY;1550894;2010-11-05 18:48:15;0.0833333333333;11;4;18;20383700.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;4051819;EMPTY;1550894;2010-11-05 18:48:10;1.46666666667;11;4;18;20383705.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;4051819;False;1550894;2010-11-05 18:46:42;0.183333333333;11;4;18;20383793.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;4051819;False;1550894;2010-11-05 18:46:31;2026.51666667;11;4;18;20383804.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;4051819;EMPTY;560752;2010-11-04 09:00:00;10896.9333333;11;3;9;20505395.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;4051819;EMPTY;560752;2010-10-27 19:23:04;6.1;10;2;19;21159211.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;4051819;EMPTY;560752;2010-10-27 19:16:58;10.0;10;2;19;21159577.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;4051819;True;560752;2010-10-27 19:06:58;666.966666667;10;2;19;21160177.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;4051819;EMPTY;560752;2010-10-27 08:00:00;6481.0;10;2;8;21200195.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;4051819;False;560752;2010-10-22 19:59:00;0.0666666666667;10;4;19;21589055.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;4051819;True;560752;2010-10-22 19:58:56;0.0666666666667;10;4;19;21589059.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;4051819;False;560752;2010-10-22 19:58:52;0.0833333333333;10;4;19;21589063.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;4051819;True;560752;2010-10-22 19:58:47;0.05;10;4;19;21589068.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;1550894;EMPTY;560752;2010-10-22 19:58:44;2158.73333333;10;4;19;21589071.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560752;other;560752;2010-10-21 08:00:00;0.0;10;3;8;21718595.0
560812;0.0;4271177;0;0;0;0;0;0;1;0;0;0;0;0;0;01_BB_540\\complete;560812;True;560752;2010-12-07 20:54:52;0.233333333333;12;1;20;0.0
560812;0.0;4271177;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_520\\complete;560812;EMPTY;560752;2010-12-07 20:54:38;0.216666666667;12;1;20;14.0
560812;0.0;4271177;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560812;EMPTY;560752;2010-12-07 20:54:25;0.05;12;1;20;27.0
560812;0.0;4271177;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_500\\complete;560812;42;560752;2010-12-07 20:54:22;0.216666666667;12;1;20;30.0
